text,occurrence,label
surgeon to His Majesty the King in Scotland,1,Stereotype
to William and Agnes,1,Stereotype
gave birth to,1,Stereotype
Emeritus Professor at Edinburgh University,1,Stereotype
"son of John Berry, 3rd of Tayfield (1824-1877) and Margaret Higgins Burn-Murdoch",1,Stereotype
she was not credited as an illustrator,1,Stereotype
Baronet,1,Stereotype
He also kept details of some of Florence Jewel Baillie's finances and various sets of receipts,1,Stereotype
he married Ellis Matthew,1,Stereotype
man driving a sports car,1,Stereotype
Kantian,1,Stereotype
Tom Allan married Jane Moore,1,Stereotype
African men and women,1,Stereotype
Royal Society of Science,1,Stereotype
his wife Annie Macpherson,1,Stereotype
James Campbell married Mary Combe,1,Stereotype
"John Baillie was born in 1886, the son of Rev John Baillie ( 1829-1891), Free Church minister at Gairloch, Ross & Cromarty in the north-west of Scotland, and his wife Annie Macpherson.",1,Stereotype
awarded with an OBE,1,Stereotype
Poet Laureate,1,Stereotype
Companion of the Order of the Bath,1,Stereotype
wife of,1,Stereotype
Royal Commission on Agriculture,1,Stereotype
he married Helen Scott Brown,1,Stereotype
the great novelist,1,Stereotype
"Fellow, Royal Society of Edinburgh",1,Stereotype
Honorary Surgeon in Scotland to HM the King,1,Stereotype
Honorary Fellow of the Faculty of Actuaries,1,Stereotype
"a young, unidentified girl",1,Stereotype
awarded a bronze medal by the Carnegie Hero Fund,1,Stereotype
member of the International Academy of the History of Science,1,Stereotype
working at Edinburgh University Library,1,Stereotype
British War and Victory medals,1,Stereotype
two female workers,1,Stereotype
Schoolboys,1,Stereotype
a woman in a bikini,1,Stereotype
he married Grisell,1,Stereotype
Janet ('Vera') Crockett was Alan Greenwood's first wife,1,Stereotype
the family of Robert Nutter Campbell,1,Stereotype
He was one of two sons of Colin Mackenzie Dundas,1,Stereotype
two Egyptian women,1,Stereotype
member,1,Stereotype
Junior President,1,Stereotype
"Man, woman and a boy",1,Stereotype
problem,1,Stereotype
Lord and Lady Meadowbank had four sons,1,Stereotype
he married Marianne Kidd,1,Stereotype
two women and a small boy,1,Stereotype
She accompanied him to India where he was serving,1,Stereotype
honorary commodore,1,Stereotype
Bringing a Harem to Texas,1,Stereotype
US National Medal of Science,1,Stereotype
the whole structure being moved by one man,1,Stereotype
He invented,1,Stereotype
Godfrey Thomson Unit,1,Stereotype
a small boy and a toddler girl,1,Stereotype
a young boy,1,Stereotype
is believed to have become prominent in the field,1,Stereotype
he married Frances Mary Young,1,Stereotype
He made a major and substantial contribution,1,Stereotype
Empress of France,1,Stereotype
Shakesperiana,1,Stereotype
acted as a,1,Stereotype
he married Winifred Betts,1,Stereotype
Mrs. Pankhurst (Emily Pankhurst),1,Stereotype
Honorary Fellowship of the British Psychological Society,1,Stereotype
men building piles of charcoal,1,Stereotype
"In 1875 he moved to Gairloch and 10 years later married Annie Macpherson, by whom he had his sons John, Donald Macpherson and Peter",1,Stereotype
Knight Commander of the Star of India,1,Stereotype
G.C.M.G,1,Stereotype
distinction,1,Stereotype
Josiah married Joan Elizabeth Thomas (Eliza Thomas).,1,Stereotype
daughter of the Rev. J. S. Whale,1,Stereotype
wearing his medals,1,Stereotype
"Letters to Florence Jewel Baillie from her father, Richard Fowler, covering personal, family and social matters.",1,Stereotype
Two Indian men,1,Stereotype
chairs,1,Stereotype
Dundas married Winifred Hersey MacKenzie,1,Stereotype
male figures,1,Stereotype
Agnes Chrystiesone his spous,1,Stereotype
a Maori man,1,Stereotype
foreign honorary member of the American Academy of Arts and Sciences,1,Stereotype
Presidency of the British Psychological Society,1,Stereotype
"She was the sister of John Binnie, born in 1894.",1,Stereotype
workman's home,1,Stereotype
a little Indian girl,1,Stereotype
was also one of the Founding Fathers,1,Stereotype
"Mrs Crew is likely Helen Crew, the wife of geneticist, Francis Crew.",1,Stereotype
Uzbek men and boys,1,Stereotype
with whom he had two sons,1,Stereotype
Fellow of the Royal College of Surgeons of Edinburgh,1,Stereotype
She twice tried to return to medicine full-time but this just wasn't to be.,1,Stereotype
President of Section J (Psychology) of the British Association for the Advancement of Science,1,Stereotype
a woman and a girl,1,Stereotype
Nobel Prize in Physiology or Medicine,1,Stereotype
two men and a woman,1,Stereotype
President of the Aristotelian Society,1,Stereotype
an Arabic man,1,Stereotype
man and young woman,1,Stereotype
two Monda [Munda] women,1,Stereotype
Daughter of,1,Stereotype
Tribeswomen,1,Stereotype
a group of men and boys,1,Stereotype
not normally associated,1,Stereotype
K.C.I.E,1,Stereotype
some men,1,Stereotype
honorary fellowships,1,Stereotype
Foreign Associate of the National Academy of Sciences of the United States of America,1,Stereotype
He had also studied at,1,Stereotype
Wife of the President of Mexico,1,Stereotype
1st Class),1,Stereotype
Mother,1,Stereotype
the son of a Parsi father and a Spanish-Sicilian mother,1,Stereotype
He was created Viscount Dunrossil of Vallaquie,1,Stereotype
Fatherless children,1,Stereotype
Fellow of the Society of Antiquaries of Scotland,1,Stereotype
was one of the Founding Fathers,1,Stereotype
John Rylands Library,1,Stereotype
Honorary LL.D.,1,Stereotype
"he had two sons, and then secondly, after the death of Jean in 1915, to Ethel Margaret Theresa Masson in 1917 with whom he had another son",1,Stereotype
Queen's Scholarship,1,Stereotype
Kenrick married Isabel Witte,1,Stereotype
sister of Drummond of Hawthornden,1,Stereotype
son of William Scott Robson and Elizabeth Hannah Watt,1,Stereotype
unidentified females,1,Stereotype
two workmen,1,Stereotype
"his wife, the pathologist Dr. Mary MacDonald",1,Stereotype
Daughter of the President,1,Stereotype
daughter of the Oxford mathematician Edward Murray Wrong (1889-1928) and Rosalind Grace Wrong (Smith),1,Stereotype
1st Class Honours in Mathematics,1,Stereotype
daughter of Arthur Joseph Lawrence Pollen and Hon. Daphne Baring,1,Stereotype
Nobel-nominee,1,Stereotype
William Berry married Wilhelmina Barns-Graham,1,Stereotype
mathematical prize and scholarship,1,Stereotype
She was the sister of John Binnie,1,Stereotype
Royal College of Physicians,1,Stereotype
Fellow Emeritus,1,Stereotype
His parents were Sir Felix John Morgan Brunner (1897-1982) and Dorothea Elizabeth,1,Stereotype
Fellow of the Royal Historical Society,1,Stereotype
"Helen Crew, wife of the geneticist, Francis Crew",1,Stereotype
an older Khond man,1,Stereotype
a Maori girl,1,Stereotype
"the son of J. Smith, DL. JP, and Agnes Smith",1,Stereotype
Greenwood's widow Josephine Greenwood,1,Stereotype
e married Judith Ann Horrocks,1,Stereotype
father,1,Stereotype
his daughter,1,Stereotype
Fellow of the Royal Medical Society,1,Stereotype
Honourable Mention,1,Stereotype
two Monda [Munda] men,1,Stereotype
awarded the declaration of the Third Class of the Order of Polonia Restituta,1,Stereotype
the Maori girl,1,Stereotype
"Two photographs - on the left, 'A Pretty Equestrienne' shows a girl, Miss Ashton Wilson from Chicago with her horse; and on the right, 'A ""Woman Hater""' shows a horse being trained for police work in London rearing up at the sight of dummies dressed as women in the early/mid 20th century",1,Stereotype
considered to be one of the leading chemists,1,Stereotype
Paul Ehrlich and Ludwig Darmstaedter Prize,1,Stereotype
MacDonald had married Emma Lindsay,1,Stereotype
he married Beatrice Fielden,1,Stereotype
published,1,Stereotype
several Indian men,1,Stereotype
Koestler's marriage to Mamaine,1,Stereotype
a Western woman,1,Stereotype
"Winifred was working in the Mission Hospital, Jalna, in central India, doing surgical work and inoculations against bubonic plague and cholera",1,Stereotype
Honorary Editor,1,Stereotype
one man while another,1,Stereotype
Milkmen,1,Stereotype
Gold Medal,1,Stereotype
Member,1,Stereotype
wife of Rev. Norman Macleod,1,Stereotype
John Baillie met Florence Jewel Fowler,1,Stereotype
unidentified man and woman,1,Stereotype
Empress of India,1,Stereotype
two [Egyptian?] men,1,Stereotype
eight women,1,Stereotype
"a group of Bar Nomads, men",1,Stereotype
leading British authority,1,Stereotype
honorary member of the Association of Polish teachers,1,Stereotype
"Elizabeth Catherine (Elsa) Gallant was a cousin to John Donald Macpherson and Peter Baillie, and she lived with the family throughout much of their young life. She spent her working life as a nurse and became matron of Newcastle General Hospital.",1,Stereotype
"his wife, Andromache",1,Stereotype
by whom he had his sons,1,Stereotype
he married Elizabeth Scarth of Kirkwall,1,Stereotype
Reader Emeritus,1,Stereotype
"his wife, Jennie Hutchinson",1,Stereotype
"the daughter of James Millar Lowe, a coal agent, and Margaret Lowe",1,Stereotype
tribeswomen,1,Stereotype
Thomson,1,Stereotype
Mary Rose,1,Stereotype
"he married Dr. Sybil Monteith Dick Wood,",1,Stereotype
John and Agnes Bartholomew,1,Stereotype
"He was the son of Robert Baillie of Jerviswood and, through his mother Rachel, grandson of Sir Archibald Johnston of Warriston",1,Stereotype
Junior Research Fellowship,1,Stereotype
Ernst Schering Prize,1,Stereotype
leading Scottish Theologian,1,Stereotype
"Her brother had also graduated as a doctor, and during the First World War he served on submarines. In the post-War years, John Binnie set up a medical practice in Midcalder and Susan Binnie worked for him in the practice for a short while.",1,Stereotype
"a woman, canoeing",1,Stereotype
Emeritus Professor of Accounting,1,Stereotype
Pan Women,1,Stereotype
Fellow of the British Academy.,1,Stereotype
three men and a woman,1,Stereotype
A parish minister and his wife,1,Stereotype
son of Alexander and Isabella Maconochie,1,Stereotype
Distinguished Service Awards medal,1,Stereotype
Emeritus Professor and Honorary Fellow,1,Stereotype
womwn,1,Stereotype
Honorary Fellowship of the Royal Medical Society,1,Stereotype
John Baillie and Florence Jewel Fowler,1,Stereotype
Knight of the Polar Star,1,Stereotype
Bouldingisms,1,Stereotype
A group of men,1,Stereotype
unidentified female worker,1,Stereotype
Young was the first Professor of Midwifery at Edinburgh to actually lecture on the subject of obstetrics,1,Stereotype
"His parents were Goesta Lundholm, a chemist, and Dr. Agnes Barr Auchencloss",1,Stereotype
he married Matilda Sinclair,1,Stereotype
family of,1,Stereotype
Honorary Guest Member of Generation Science Club,1,Stereotype
"his wife, Catherine",1,Stereotype
he married Christina Struthers,1,Stereotype
Honorary LL.D,1,Stereotype
fellowship of the Royal Society of Edinburgh,1,Stereotype
he married Margaret Ruth Whale,1,Stereotype
"This series contains cuttings from British newspapers that relate, in the widest possible sense, to the life and works of Sir Walter Scott",1,Stereotype
He married twice,1,Stereotype
women's groups,1,Stereotype
"the problem of intelligent women negating to have families because of their occupation, with reference to one unnamed woman who works with Thomson",1,Stereotype
men using a machine to press hay,1,Stereotype
"his wife, Susanna Hotelling",1,Stereotype
Lundholm's grandfather,1,Stereotype
Rector Emeritus,1,Stereotype
[Cecil] Rhodes Statue,1,Stereotype
the most influential anatomy professor in the English speaking world,1,Stereotype
Lotte A,1,Stereotype
"about Thomson regarding his life, work, and career",1,Stereotype
another unidentified man,1,Stereotype
he married Katharine Allison Swan,1,Stereotype
Eldon Scholarship,1,Stereotype
"His wife, Queen Alexandra",1,Stereotype
eleven men,1,Stereotype
Fellow of the Royal College of Physicians of Edinburgh,1,Stereotype
Order of the British Empire (C.B.E.,1,Stereotype
"Jewel took an active interest in her husband's work, accompanying when he travelled, sitting on charitable committees, looking after missionary furlough houses and much more. She also wrote a preface to his Baptism and Conversion and a foreward to his A Reasoned Faith",1,Stereotype
Also in 1896 he married Ellen Milne McCulloch.,1,Stereotype
She twice tried to return to medicine full-time but this just wasn't to be,1,Stereotype
authoress,1,Stereotype
a group of Egyptian men,1,Stereotype
He also kept details of some of Florence Jewel Baillie's finances,1,Stereotype
a group of four men,1,Stereotype
Medals and Honours awarded to Sir George Taylo,1,Stereotype
"John Baillie was born in 1886, the son of Rev John Baillie ( 1829-1891), Free Church minister at Gairloch, Ross & Cromarty in the north-west of Scotland, and his wife Annie Macpherson",1,Stereotype
"men, women and children",1,Stereotype
Eric Olof Lundholm married Dorothy Vida Henning,1,Stereotype
Empress of Russia,1,Stereotype
Knighted,1,Stereotype
"Naomi Shankland, the thirteen year-old daughter of John Shankland",1,Stereotype
order of Polonia Restituta,1,Stereotype
male and female,1,Stereotype
Sweet girl graduates,1,Stereotype
The end of that war saw his marriage to Florence Jewel Fowler and the start of his academic career.,1,Stereotype
Tribesmen,1,Stereotype
Fellow of the Royal Meteorological Society,1,Stereotype
One man,1,Stereotype
Wernerian Natural History Society,1,Stereotype
his investments,1,Stereotype
Master of the Household,1,Stereotype
Surgeon to the Queen,1,Stereotype
Medals of William A. Knowles,1,Stereotype
Albert Einstein College of Medicine,1,Stereotype
an Indian man in Western dress,1,Stereotype
they worked together for sixteen years establishing the Davidson Clinic,1,Stereotype
A[lex] Easton's house,1,Stereotype
workmen,1,Stereotype
his wife Jane Barritt,1,Stereotype
The end of that war saw his marriage to Florence Jewel Fowler,1,Stereotype
Donald Macpherson Baillie's estate,1,Stereotype
President of the British Psychological Society,1,Stereotype
an unidentified parade of men,1,Stereotype
"eldest son of Edward Wakefield (1774-1854), philanthropist and statistician, and grandson of merchant Edward Wakefield (1750-1826) and author and philanthropist Priscilla Wakefield",1,Stereotype
Emeritus Professor,1,Stereotype
William and Charlotte Ledermann,1,Stereotype
probably the most distinguished,1,Stereotype
group of men and a woman,1,Stereotype
Summa cum Laude,1,Stereotype
President of the Edinburgh Bibliographical Society,1,Stereotype
Man and a boy,1,Stereotype
"""Beauty Prizewinner"" shows Miss Elizabeth Heitmuller who was awarded the £400 golden apple",1,Stereotype
Vasa Order,1,Stereotype
six other men,1,Stereotype
"His wife, Lady Elliot",1,Stereotype
Empress of Asia,1,Stereotype
Honorary Dr.Phil.,1,Stereotype
Emeritus Professor of Medicine,1,Stereotype
"who founded the southern African territory of Rhodesia, which was named after him",1,Stereotype
unidentified woman,1,Stereotype
influenced by the interests of her husband,1,Stereotype
Gibbon's wife,1,Stereotype
being presented with the award,1,Stereotype
"her unmarried son, Donald",1,Stereotype
Queen Anna Maria,1,Stereotype
saw his marriage to Florence Jewel Fowler,1,Stereotype
military cross,1,Stereotype
"son of John Blake Penfold, a painter, and Marianne Penfold",1,Stereotype
Her confidence in analytic psycho-therapy was strengthened,1,Stereotype
a man and a young woman,1,Stereotype
he and his new wife,1,Stereotype
the men,1,Stereotype
"a man, woman",1,Stereotype
Ruth and Michael Lerner,1,Stereotype
"married Annie Macpherson, by whom he had his sons John, Donald Macpherson and Peter",1,Stereotype
Fellow of the Botanical Society,1,Stereotype
unidentified woman packing eggs,1,Stereotype
two female workers pedigreeing a hatch of chicks,1,Stereotype
housekeeping tips and matters of general interest to Florence Jewel Baillie,1,Stereotype
honorary consultant clinical neurophysiologist,1,Stereotype
honorary LL.D,1,Stereotype
Husbandman,1,Stereotype
son,1,Stereotype
"This roof-top pavilion was constructed in 1850 to the design of Marie Therese Short to house her Victorian optical instrument, and was originally called ""Short's Observatory"". Geddes bought the whole building in 1892 and changed the name to ""The Outlook Tower"".",1,Stereotype
a woman and of a man,1,Stereotype
his daughter Maria,1,Stereotype
honorary blue,1,Stereotype
a small group of [Zulu] women,1,Stereotype
his first wife,1,Stereotype
His parents were Captain J. S. Elliot RN and Magda Salvesen,1,Stereotype
"From the late 1960s until his death in 1975, Yolanda Sonnabend collaborated with the biologist and embryologist C.H. Waddington",1,Stereotype
who will regard the honour done by Edinburgh University as a personal honour to themselves,1,Stereotype
Prince and Princess of Wales,1,Stereotype
prestigious biology prize - the Vans Dunlop Scholarship.,1,Stereotype
"son of the Reverend Alexander Cheyne, United Free Church Minister of Errol, and Catherine Anna Campbell",1,Stereotype
"A selection of memorabilia gathered together by Florence Jewel Baillie, concerning John Baillie and their life together. Includes correspondence, press cuttings, items relating to their wedding and poetry written by John Baillie.",1,Stereotype
Straussian,1,Stereotype
to William Campbell (1755-1829) and his wife Agnes (nee Riggs),1,Stereotype
Fellow of the Edinburgh Geological Society and of the Society of Antiquaries of Scotland,1,Stereotype
Tribesman,1,Stereotype
"Letters to Florence Jewel Baillie from her father, Richard Fowler, covering personal, family and social matters",1,Stereotype
CBE,1,Stereotype
Empress of China,1,Stereotype
Knight Commander of the Indian Empire,1,Stereotype
other men and a boy,1,Stereotype
Emeritus Professor of Psychology,1,Stereotype
the dress worn by women,1,Stereotype
designed for a male student,1,Stereotype
man,566,Generalization
woman,246,Generalization
boy,41,Generalization
he,36,Generalization
Thomson,35,Generalization
his,34,Generalization
boys,34,Generalization
Midwifery,31,Generalization
MA,25,Generalization
Empress,23,Generalization
Chairman,21,Generalization
He,20,Generalization
M.A.,20,Generalization
M.B.,19,Generalization
Beale,19,Generalization
Man,18,Generalization
cowboys,17,Generalization
Duchess,16,Generalization
girls,15,Generalization
Ledermann,15,Generalization
B.Sc.,15,Generalization
men,13,Generalization
cowboy,12,Generalization
Englishman,12,Generalization
Scotsman,12,Generalization
Lords,12,Generalization
Princess,11,Generalization
B.A.,10,Generalization
Ch.B.,10,Generalization
Sir,9,Generalization
Countess,8,Generalization
Beatty,8,Generalization
MB,8,Generalization
him,8,Generalization
B.Ed,7,Generalization
midwifery,6,Generalization
M.B,6,Generalization
Dairyman,6,Generalization
I. Wilmut,6,Generalization
policeman,6,Generalization
BA,6,Generalization
Bachelors,6,Generalization
Master,5,Generalization
Bachelors of Education,5,Generalization
women,5,Generalization
BD,5,Generalization
knighted,5,Generalization
B.Ed.,5,Generalization
Ch.B,5,Generalization
Greenwood,5,Generalization
midwife,5,Generalization
Mr,5,Generalization
J.P. Simons,4,Generalization
Mrs,4,Generalization
wife,4,Generalization
son,4,Generalization
Bachelor,4,Generalization
B.Sc,4,Generalization
Earl,4,Generalization
Gentleman,4,Generalization
Lady Thomson,4,Generalization
master,4,Generalization
Women,3,Generalization
Freeman,3,Generalization
Lady,3,Generalization
governesses,3,Generalization
King,3,Generalization
B.,3,Generalization
M. McClenaghan,3,Generalization
chairman,3,Generalization
Baillie,3,Generalization
Marjory Kennedy-Fraser,3,Generalization
knighthood,3,Generalization
Shepherdess,3,Generalization
BSc,3,Generalization
Thurstone,3,Generalization
ChB,3,Generalization
Alan Greenwood,3,Generalization
M.Sc.,3,Generalization
Lord,3,Generalization
Marquess,3,Generalization
Sonneborn,3,Generalization
headman,2,Generalization
B.L.,2,Generalization
A.L. Archibald,2,Generalization
Purves-Stewart,2,Generalization
Tom,2,Generalization
Postmaster,2,Generalization
Man's,2,Generalization
horsemanship,2,Generalization
Mrs McInnes,2,Generalization
Kelley,2,Generalization
"Ascher, Elisabeth",2,Generalization
headmaster,2,Generalization
Bachelor of Arts,2,Generalization
statesman,2,Generalization
LL.B.,2,Generalization
Burt,2,Generalization
her,2,Generalization
policemen,2,Generalization
C.M.,2,Generalization
M.Ed,2,Generalization
A.J. Clark,2,Generalization
Hamilton,2,Generalization
workmen,2,Generalization
S. Harris,2,Generalization
Arthur Koestler,2,Generalization
Hector,2,Generalization
farmer's wife,2,Generalization
Isaac Taylor,2,Generalization
Headmaster,2,Generalization
Statesman,2,Generalization
Lilian Margaret Coke,2,Generalization
MB.,2,Generalization
Cowboy,2,Generalization
Milkman,2,Generalization
Conder,2,Generalization
Clare Button,2,Generalization
brother,2,Generalization
tribesman,2,Generalization
craftsman,2,Generalization
Policemen,2,Generalization
M.A,2,Generalization
Marquise,2,Generalization
clergyman,2,Generalization
B.L. (Bachelor of Law),2,Generalization
Bachelor of Science,2,Generalization
Statesmen,2,Generalization
Schoolboys,2,Generalization
Horst,2,Generalization
McWilliam,2,Generalization
Countryman,2,Generalization
Sons,2,Generalization
Kirkman,2,Generalization
Horsemanship,2,Generalization
LLB,2,Generalization
tradesmen,2,Generalization
Ed.B,2,Generalization
masters,2,Generalization
Seal-woman,2,Generalization
tribesmen,2,Generalization
Duke,2,Generalization
gentleman,2,Generalization
CM,2,Generalization
L.C. Smith,2,Generalization
John Corliss,2,Generalization
B.D.,2,Generalization
"Thurstone, L L",1,Generalization
"Jewel took an active interest in her husband's work, accompanying when he travelled, sitting on charitable committees, looking after missionary furlough houses and much more",1,Generalization
"""Teddy"" Roosevelt",1,Generalization
C.H Waddington,1,Generalization
co-chairman,1,Generalization
Carruthers,1,Generalization
Mary Ringsleben,1,Generalization
Horner,1,Generalization
Lt-Col. William Donald MacDonald,1,Generalization
daughter of Isaac Taylor,1,Generalization
the Practical Man,1,Generalization
Walker,1,Generalization
herdsman,1,Generalization
Professor Hamilton,1,Generalization
Giovanni Antonio Viperanio,1,Generalization
Kristy Davies,1,Generalization
Agnes Morison,1,Generalization
sportsman,1,Generalization
Cyril Maude,1,Generalization
Knight,1,Generalization
Monro,1,Generalization
J.E. Wilson,1,Generalization
warehouseman,1,Generalization
Miyake,1,Generalization
sister,1,Generalization
C.B.A. Whitelaw,1,Generalization
Fatherland,1,Generalization
princely,1,Generalization
Middleton,1,Generalization
churchmen,1,Generalization
horesman,1,Generalization
"Porteus, S D",1,Generalization
David Mortimer,1,Generalization
Andrew Chalmers,1,Generalization
Mr Chalmers-Watson,1,Generalization
Vice-Chairman,1,Generalization
Sir William Gordon,1,Generalization
Prof. Mabel Lang,1,Generalization
Descartes,1,Generalization
Forsyth,1,Generalization
Grant Buttars,1,Generalization
James Campbell,1,Generalization
His,1,Generalization
esq,1,Generalization
Seal-Woman,1,Generalization
governess,1,Generalization
David Lindsay,1,Generalization
acquitted himself,1,Generalization
W T Barnley,1,Generalization
tradesman,1,Generalization
M.L.,1,Generalization
Miss,1,Generalization
CHB,1,Generalization
"Thompson, J Ridley",1,Generalization
Sir Archibald Johnston,1,Generalization
Tribesman,1,Generalization
Rex Knight,1,Generalization
Elisabeth Ascher,1,Generalization
yes-man,1,Generalization
Professor James Hamilton,1,Generalization
milkmen,1,Generalization
Grand Duchess,1,Generalization
milkman,1,Generalization
"Heine, Bedrich F.",1,Generalization
Mr. Grigg,1,Generalization
A Gemelli,1,Generalization
Eugene,1,Generalization
businessman,1,Generalization
schoolboy,1,Generalization
"Walker, David A",1,Generalization
Elpidia,1,Generalization
horsewoman,1,Generalization
M. H. Sturgis,1,Generalization
Ian Wilmut,1,Generalization
Cornishman,1,Generalization
Tom Scott,1,Generalization
Dr. Tempest Anderson,1,Generalization
Master in Surgery,1,Generalization
Murdo Mackenzie,1,Generalization
G J Miller,1,Generalization
mess-boy,1,Generalization
Dylan Thomas,1,Generalization
J McLelland,1,Generalization
mistress,1,Generalization
Bachelor of education,1,Generalization
groups of men,1,Generalization
choirboy,1,Generalization
Wasp-Woman,1,Generalization
Shepherdesses,1,Generalization
Mary Stuart,1,Generalization
David Glass,1,Generalization
Woodrow,1,Generalization
Heiress,1,Generalization
Donald Macpherson Baillie,1,Generalization
Schumann,1,Generalization
Bros.,1,Generalization
Englishmen,1,Generalization
Bardesses,1,Generalization
MD.,1,Generalization
Clegyman's,1,Generalization
Dr Falconer,1,Generalization
his daughter Margaret,1,Generalization
S W Wallace,1,Generalization
Moresone,1,Generalization
Wallace,1,Generalization
widow,1,Generalization
George Combe,1,Generalization
Dr. J. Bell Pettigrew,1,Generalization
Cranstoun,1,Generalization
Georg Frideric Handel,1,Generalization
shipmaster,1,Generalization
Heather Fretwell,1,Generalization
daughter,1,Generalization
male,1,Generalization
Captain Bentinck,1,Generalization
schoolmasters,1,Generalization
MA.,1,Generalization
Scotsmen,1,Generalization
Witches,1,Generalization
Blair,1,Generalization
James Broun,1,Generalization
John Smith Flett,1,Generalization
Mithridate,1,Generalization
BM,1,Generalization
Corson,1,Generalization
Guardsman,1,Generalization
Housewife's,1,Generalization
Eric Meyer,1,Generalization
Clegyman,1,Generalization
Husbandman,1,Generalization
Mrs Norman Macleod,1,Generalization
BCh,1,Generalization
himself,1,Generalization
B.Com.,1,Generalization
Edward Appleton,1,Generalization
Professor Robert Wallace,1,Generalization
males,1,Generalization
mankind,1,Generalization
Hall,1,Generalization
Beardman,1,Generalization
B.M.,1,Generalization
Prince,1,Generalization
James Matthew,1,Generalization
James Barber,1,Generalization
Henry M. Hoenigswald,1,Generalization
Marquis,1,Generalization
Benson,1,Generalization
seedsmen,1,Generalization
Miss Ella S. Ross,1,Generalization
Dyer,1,Generalization
church men,1,Generalization
female,1,Generalization
father,1,Generalization
Empress Dowager,1,Generalization
Thaithing,1,Generalization
"Koestler, Arthur",1,Generalization
Walter Scott,1,Generalization
D R Charles,1,Generalization
Housewife,1,Generalization
Lillian Margaret Coke,1,Generalization
Macpherson,1,Generalization
woman's,1,Generalization
Isaac Woolfson,1,Generalization
Knowles,1,Generalization
J.E Wilson,1,Generalization
Sir Genille Cave-Browne-Cave,1,Generalization
Akio Kitamura,1,Generalization
footmen,1,Generalization
Marianne Kidd,1,Generalization
Lisa Ranford-Cartwright,1,Generalization
horsemen,1,Generalization
countrymen,1,Generalization
J. Blyth,1,Generalization
Joseph Black,1,Generalization
Yorkshireman,1,Generalization
Kaikhosru Shapurji Sorabji,1,Generalization
Scotchman,1,Generalization
Purcell,1,Generalization
Male,1,Generalization
Falconer,1,Generalization
Romulus,1,Generalization
Med. Bac.,1,Generalization
tacksmen,1,Generalization
Lord Rectorship,1,Generalization
schoolmaster,1,Generalization
Seal-Woman',1,Generalization
BCh.,1,Generalization
Rev. Will Freshwater,1,Generalization
Nathaniel Bateman,1,Generalization
C.M. (Master in Surgery),1,Generalization
"M.A,",1,Generalization
Sodsri Thaithong,1,Generalization
businessmen,1,Generalization
Lords of Council,1,Generalization
Samuel Johnson,1,Generalization
George Home,1,Generalization
authoress,1,Generalization
workman,1,Generalization
Thom. Campbell,1,Generalization
Lawes,1,Generalization
Professor Emmett L. Bennett Jr.,1,Generalization
A. Freshwater (Nancy),1,Generalization
Athalie,1,Generalization
Association,1,Generalization
B.L,1,Generalization
Ridley Thomson,1,Generalization
Jurand,1,Generalization
CHW,1,Generalization
Georges Clemenceau,1,Generalization
Messrs.,1,Generalization
W B Inglis,1,Generalization
Everitt Young,1,Generalization
lords,1,Generalization
S. Ali,1,Generalization
James Macpherson,1,Generalization
Aldis,1,Generalization
men-at-arms,1,Generalization
land-girls,1,Generalization
Ed. Barnard,1,Generalization
Alan Thompson,1,Generalization
Myrtle Schneller,1,Generalization
Eric Ashby,1,Generalization
Bardess,1,Generalization
Queen,1,Generalization
W. Freshwater,1,Generalization
'Antique' Smith,1,Generalization
workman's,1,Generalization
sired,1,Generalization
John Campbell,1,Generalization
Sir John Gilmour,1,Generalization
George Baillie,1,Generalization
Ralph Schoenman,1,Generalization
Mary,1,Generalization
John Tennant,1,Generalization
Janet S.S Blyth,1,Generalization
Y Ahmavaara,1,Generalization
Thomas Conder,1,Generalization
Noblemen,1,Generalization
H.A. Finlayson,1,Generalization
Cadbury,1,Generalization
David T. Baird,1,Generalization
Knighted,1,Generalization
sportsmen,1,Generalization
Mr. Walter Winans,1,Generalization
William Murray,1,Generalization
CH.B,1,Generalization
craftsmen,1,Generalization
Gulland,1,Generalization
Lord Cullen,1,Generalization
actress,1,Generalization
Josiah Conder,1,Generalization
Lord of Session,1,Generalization
Brothers,1,Generalization
Alex,1,Generalization
Yeomen,1,Generalization
Chamberlain,1,Generalization
Eliza Thomas,1,Generalization
Dr. James Gregory,1,Generalization
Vladimir Georgiev,1,Generalization
Fisherman,1,Generalization
A J McDonald,1,Generalization
F.E. Hitchin,1,Generalization
Porteus,1,Generalization
mankind's,1,Generalization
Dunne,1,Generalization
William Walker,1,Generalization
Workman,1,Generalization
Charles-Georges Le Roy,1,Generalization
Lord Londonderry,1,Generalization
Bachelor of Education,1,Generalization
Her,1,Generalization
P. Brown,1,Generalization
Master of Arts,1,Generalization
"Lords of Council,",1,Generalization
John,1,Generalization
Florence Jewel Baillie,1,Generalization
Albrecht Durer,1,Generalization
Patrick Duff,1,Generalization
Karl Fredga,1,Generalization
Pressmen,1,Generalization
Manageress,1,Generalization
Sir Walter Scott,1,Generalization
John Preer Jr.,1,Generalization
Serjeant,1,Generalization
Miss Eleanor Rathbone,1,Generalization
N.Comben,1,Generalization
Prince of Wales' [George V],1,Generalization
Marjory,1,Generalization
Baroness,1,Generalization
Mrs Morley Jull,1,Generalization
day-girl,1,Generalization
Irwin,1,Generalization
LL.M.,1,Generalization
John Marchant,1,Generalization
