,description,field,desc_id,label,eadid
3648,"Lecture by John Baillie, examining the church and how it relates to other bodies and wider society. (2 of)

",Scope and Contents,167,"{'Masculine', 'Unknown'}",BAI
2253,"Copy of a sermon given by Donald Macpherson Baillie.
",Scope and Contents,168,"{'Masculine', 'Unknown'}",BAI
2629,"Diary kept by Jewel Baillie of the trip she and John Baillie took in 1948, referring to locations in Africa, Australia, New Zealand, Hawaii, United States and Canada.

",Scope and Contents,169,"{'Gendered-Pronoun', 'Masculine', 'Unknown', 'Feminine'}",BAI
347,"2 volumes and 1 songsheet of songs and poetry written by Peter Baillie.

",Scope and Contents,170,{'Unknown'},BAI
4733,"Letters to John Baillie from his wife Florence Jewel Baillie covering the period from when they first met until the year before John Baillie died.

",Scope and Contents,171,"{'Gendered-Pronoun', 'Stereotype', 'Masculine', 'Gendered-Role', 'Feminine'}",BAI
418,"4 booklets of notes on lectures on dogmatics by Johann Wilhelm Herrmann, made while John Baillie was at the University of Marburg.

",Scope and Contents,172,{'Unknown'},BAI
11261,"Typescript reviews written by John Baillie

",Scope and Contents,173,{'Unknown'},BAI
2288,"Correspondence and related items, including letters from his wife Florence Jewel Baillie and Thomas Stearns Elliot. Includes material relating to his investments.

",Scope and Contents,174,"{'Gendered-Pronoun', 'Stereotype', 'Unknown', 'Gendered-Role', 'Feminine'}",BAI
4749,"Letters, royalty reports, newscuttings and and other material relating to books by John Baillie. Includes press cuttings, correspondence with Charles Scribner's Sons, Faber and Faber, Oxford University Press and other publishers and correspondence with friends, colleagues and other readers. Also items relating to posthumous publication of Donald Macpherson Baillie's work.

",Scope and Contents,175,"{'Occupation', 'Masculine', 'Unknown', 'Gendered-Role'}",BAI
4731,"Letters to John Baillie from his mother Annie Baillie and his brother Donald Macpherson Baillie, and primarily covering the period when John Baillie was based in Canada and the United States.

",Scope and Contents,176,"{'Gendered-Pronoun', 'Masculine', 'Feminine', 'Gendered-Role'}",BAI
3647,"Lecture by John Baillie, examining the Bible and its history.

",Scope and Contents,177,"{'Masculine', 'Unknown'}",BAI
2391,"Correspondence, press cuttings and related items, including letters from his brother Donald Macpherson Baille, Mona Anderson, David Smith Cairns, George Freeland Barbour and Alexander Martin. Many press cuttings relate to John Baillie's work around United States involvement in the Second World War.

",Scope and Contents,178,"{'Gendered-Pronoun', 'Gendered-Role', 'Masculine', 'Unknown'}",BAI
8023,"Press cuttings relating to John and Jewel Baillie's trip to New Zealand and Australia, with others on related political and economic issues.

",Scope and Contents,179,"{'Masculine', 'Unknown', 'Feminine'}",BAI
8324,"Review by John Baillie of Natural Theology ( 1946), a translation by Peter Fraenkel of Nature and Grace by Karl Barth and the reply to it, No by Emil Brunner.

",Scope and Contents,180,"{'Masculine', 'Unknown'}",BAI
11329,"Undated and untitled lecture by John Baillie, discussing the concept of unity within the Christianity.

",Scope and Contents,181,"{'Masculine', 'Unknown'}",BAI
2296,"Correspondence and related items, including letters from his wife Florence Jewel Baillie, his brother Donald Macpherson Baillie, Sir Edward Victor Appleton, Henry Pitney Van Dusen, Hugh Martin and Thomas Forsyth Torrance. Includes material relating the University of Edinburgh, clothing ration books, a paper on eschatology and items relating to an insurance claim due to illness.

",Scope and Contents,182,"{'Gendered-Pronoun', 'Stereotype', 'Unknown', 'Masculine', 'Gendered-Role', 'Feminine'}",BAI
3414,"Invitation to the wedding of John Baillie and Florence Jewel Fowler, to be held at the 'parish church Leamington ..... and afterwards at the Manor House Hotel'.

",Scope and Contents,183,"{'Stereotype', 'Masculine', 'Unknown', 'Feminine'}",BAI
716,"An essay written by John Baillie while he was a student at New College, Edinburgh, looking at Aquinas' influences and examining the content of his Summae Theologiae and an accompanying letter from Hugh Ross Mackintosh praising the essay.

",Scope and Contents,184,"{'Gendered-Pronoun', 'Masculine', 'Unknown'}",BAI
720,"An invitation to and letters from people unable to attend the presentation to John Baillie, at the University of Edinburgh, of a portrait by Sir William Oliphant Hutchison.

",Scope and Contents,185,"{'Masculine', 'Unknown', 'Gendered-Role'}",BAI
385,"3 extracts from minutes of parts of the Free Church in memory of John Baillie (1829-1891).

",Scope and Contents,186,"{'Masculine', 'Unknown'}",BAI
4750,"Letters, royalty reports, newscuttings and and other material relating to specific titles by John Baillie.

",Scope and Contents,187,"{'Masculine', 'Unknown'}",BAI
700,"An essay written by John Baillie as a student at New College, Edinburgh, examining the biblical book of Revelations, Chapter III, verse 7-13, and the ancient city of Philidelphia. Annotated as having been marked by Harry Angus Alexander Kennedy, New College.

",Scope and Contents,188,"{'Masculine', 'Unknown'}",BAI
10827,"Theological booklet entitled New Creation and 2 prints of The Bank of Zion by Lauchlan Mackenzie.

",Scope and Contents,189,{'Unknown'},BAI
1620,"Broadcast by John Baillie examining Christianity in relation to secularist ideas (including those of Karl Marx).

",Scope and Contents,190,"{'Masculine', 'Unknown'}",BAI
2300,"Correspondence and royalty reports from publishers (Charles Scribner's Sons and T & T Clark) and correspondence with friends, colleagues and other readers relating to Interpretation of Religion ( 1929).

",Scope and Contents,191,"{'Occupation', 'Unknown', 'Gendered-Role'}",BAI
879,"Assorted sermons given by John Baillie throughout most of his professional life, including a set for Good Friday and another given at the Chapel of Union Theological Seminary.

",Scope and Contents,192,"{'Gendered-Pronoun', 'Masculine'}",BAI
11335,"Undated lecture by John Baillie, examining the role of religion within the context of the Second World War. Includes relevant press cutting.

",Scope and Contents,193,"{'Masculine', 'Unknown'}",BAI
4693,"Letters from friends and colleagues, received by John Baillie and his wife during his final illness.

",Scope and Contents,194,"{'Gendered-Pronoun', 'Stereotype', 'Masculine', 'Omission', 'Gendered-Role'}",BAI
11336,"Undated lecture by John Baillie, examining works of public welfare done by the church.

",Scope and Contents,195,"{'Masculine', 'Unknown'}",BAI
2299,"Correspondence and royalty reports from publishers (Charles Scribner's Sons and Oxford University Press) and correspondence with friends, colleagues and other readers relating to And the life everlasting  ( 1933).

",Scope and Contents,196,"{'Occupation', 'Unknown', 'Gendered-Role'}",BAI
2389,"Correspondence, press cuttings and related items, including letters from Reinhold Niebuhr, David Smith Cairns William Temple (the Archbishop of Canterbury), the Duke of Montrose and various publishers. Much of the correspondence relates to Church of Scotland business, including John Baillie's appointment as Moderator Designate of the General Assembly of the Church of Scotland and as Corresponding Member of the General Assembly of the Presbyterian Church in Ireland.

",Scope and Contents,197,"{'Unknown', 'Omission', 'Masculine', 'Gendered-Role', 'Occupation'}",BAI
4772,"Lists of John and Florence Jewel Baillies wedding presents, some compiled in relation to having them sent to the United States.",Scope and Contents,198,"{'Masculine', 'Unknown', 'Feminine'}",BAI
715,"An essay written by John Baillie as a student at the University of Edinburgh, on the view of conation taken by psychologist George Frederick Stout (annotated with comments).

",Scope and Contents,199,"{'Occupation', 'Masculine', 'Unknown'}",BAI
4933,"Master of Arts degree certificate from the University of Edinburgh.

",Scope and Contents,200,{'Generalization'},BAI
388,"3 notebooks covering the history of theology from the Middle ages, by volume: Erigena to Spinoza' Spinoza to the English Deists and The English Apologists

",Scope and Contents,201,"{'Omission', 'Unknown'}",BAI
2289,"Correspondence and related items, including letters from his wife Florence Jewel Baillie, Matthew Black and Ian W Fraser. Includes material relating to the World Council of Churches, a visit to Argentina and documents relating to the establishment of closer links between the Church of Scotland, Church of England, Episcopal Church of Scotland and Presbyterian Church of England.

",Scope and Contents,202,"{'Gendered-Pronoun', 'Stereotype', 'Unknown', 'Gendered-Role', 'Feminine'}",BAI
150,"1 handwritten and 3 typewritten manuscripts/copies of an unpublished account of John Baillies experiences during the retreat from France in 1940, together with an issue of the London Gazette and a related telegram of the period.

",Scope and Contents,203,"{'Masculine', 'Unknown'}",BAI
10748,"The papers relating to John Baillie, Free Church minister, Gairloch, consist of:certificatescorrespondencelegal papersmemorialsreligious textstheological notes

",Scope and Contents,204,"{'Occupation', 'Masculine', 'Unknown', 'Generalization'}",BAI
4719,"Letters sent to Richard Fowler from his wife, his daughter and from John Baillie concerning John Baillie and Florence Jewel Fowler's plans to marry.

",Scope and Contents,205,"{'Gendered-Pronoun', 'Unknown', 'Masculine', 'Omission', 'Gendered-Role', 'Feminine'}",BAI
8323,"Review by John Baillie of God the Creator ( 1937), a publication of the Hastie lectures, given by George Stuart Hendry at the University of Glasgow.

",Scope and Contents,206,"{'Masculine', 'Unknown'}",BAI
3522,"John Baillie: posthumous consists of:John Baillie memorial servicememorials & obituariesJohn Baillie Memorial Fundcondolence lettersBaillie Roomposthumous publicationsbiographical informationephemera

",Scope and Contents,207,"{'Masculine', 'Unknown'}",BAI
2607,"Diaries and notebooks consist of:account, recipe and other notebooksappointment diariescalendarspersonal diariesphotograph of Florence Jewel Baillie

",Scope and Contents,208,"{'Unknown', 'Feminine'}",BAI
710,"An essay written by John Baillie as a student at the University of Edinburgh or New College, examining the metaphysical problem of whether will is free.

",Scope and Contents,209,"{'Masculine', 'Unknown'}",BAI
4725,"Letters to Florence Jewel Baillie, arranged alphabetically by sender. Includes letters from friends and from the St John Ambulance.

",Scope and Contents,210,"{'Unknown', 'Feminine'}",BAI
8580,"St Andrew's Day address given by John Baillie, focusing largely on Scottish history and Scots in Canada.

",Scope and Contents,211,"{'Masculine', 'Unknown'}",BAI
4723,"Letters to Florence Jewel Baillie from her father, Richard Fowler, covering personal, family and social matters.

",Scope and Contents,212,"{'Gendered-Pronoun', 'Stereotype', 'Masculine', 'Gendered-Role', 'Feminine'}",BAI
4712,"Letters received by Donald Macpherson Baillie, primarily from John Baillie.

",Scope and Contents,213,"{'Masculine', 'Unknown'}",BAI
419,"4 booklets of notes on lectures on logic by Hermann Cohen, made while John Baillie was at the University of Marburg.

",Scope and Contents,214,"{'Masculine', 'Unknown'}",BAI
1637,"Broadcast by John Baillie, examining the issue of prayer and problems with it, such as individual self-centredness.

",Scope and Contents,215,"{'Masculine', 'Unknown'}",BAI
522,"A booklet of notes covering topics from the Old Testament of the Bible made while John Baillie was at New College.

",Scope and Contents,216,"{'Masculine', 'Unknown'}",BAI
8483,"Set of 10 lectures by John Baillie to the Summer School of Christian Workers, examining the Bible.

",Scope and Contents,217,"{'Masculine', 'Unknown'}",BAI
714,"An essay written by John Baillie as a student at the University of Edinburgh, examining the meaning of 'essence' as used by philosopher, John Locke.

",Scope and Contents,218,"{'Occupation', 'Masculine', 'Unknown'}",BAI
2290,"Correspondence and related items, including letters from his wife Florence Jewel Baillie, Reinhold Niebuhr, Lewis Legertwood Legg Cameron, Hector Hetherington and Frank Moore. Also material relating to John Baillie's appointment as Chaplain to the King.

",Scope and Contents,219,"{'Gendered-Pronoun', 'Stereotype', 'Unknown', 'Masculine', 'Gendered-Role', 'Occupation', 'Feminine'}",BAI
